Subject: _3
Session: 
Group: 
Time: 65000.0
Consecuences: 0
Distance: 0.572cm
Velocity: 0.0cm/seg

Frame;Time;X;Y;Distance;Consecuences
0,1000.0,0.0,0.0,0.0,0.0
1,2000.0,0.498,0.497,0.572,0.0
2,3000.0,0.498,0.497,0.0,0.0
3,4000.0,0.498,0.497,0.0,0.0
4,5000.0,0.498,0.497,0.0,0.0
5,6000.0,0.498,0.497,0.0,0.0
6,7000.0,0.498,0.497,0.0,0.0
7,8000.0,0.498,0.497,0.0,0.0
8,9000.0,0.498,0.497,0.0,0.0
9,10000.0,0.498,0.497,0.0,0.0
10,11000.0,0.498,0.497,0.0,0.0
11,12000.0,0.498,0.497,0.0,0.0
12,13000.0,0.498,0.497,0.0,0.0
13,14000.0,0.498,0.497,0.0,0.0
14,15000.0,0.498,0.497,0.0,0.0
15,16000.0,0.498,0.497,0.0,0.0
16,17000.0,0.498,0.497,0.0,0.0
17,18000.0,0.498,0.497,0.0,0.0
18,19000.0,0.498,0.497,0.0,0.0
19,20000.0,0.498,0.497,0.0,0.0
20,21000.0,0.498,0.497,0.0,0.0
21,22000.0,0.498,0.497,0.0,0.0
22,23000.0,0.498,0.497,0.0,0.0
23,24000.0,0.498,0.497,0.0,0.0
24,25000.0,0.498,0.497,0.0,0.0
25,26000.0,0.498,0.497,0.0,0.0
26,27000.0,0.498,0.497,0.0,0.0
27,28000.0,0.498,0.497,0.0,0.0
28,29000.0,0.498,0.497,0.0,0.0
29,30000.0,0.498,0.497,0.0,0.0
30,31000.0,0.498,0.497,0.0,0.0
31,32000.0,0.498,0.497,0.0,0.0
32,33000.0,0.498,0.497,0.0,0.0
33,34000.0,0.498,0.497,0.0,0.0
34,35000.0,0.498,0.497,0.0,0.0
35,36000.0,0.498,0.497,0.0,0.0
36,37000.0,0.498,0.497,0.0,0.0
37,38000.0,0.498,0.497,0.0,0.0
38,39000.0,0.498,0.497,0.0,0.0
39,40000.0,0.498,0.497,0.0,0.0
40,41000.0,0.498,0.497,0.0,0.0
41,42000.0,0.498,0.497,0.0,0.0
42,43000.0,0.498,0.497,0.0,0.0
43,44000.0,0.498,0.497,0.0,0.0
44,45000.0,0.498,0.497,0.0,0.0
45,46000.0,0.498,0.497,0.0,0.0
46,47000.0,0.498,0.497,0.0,0.0
47,48000.0,0.498,0.497,0.0,0.0
48,49000.0,0.498,0.497,0.0,0.0
49,50000.0,0.498,0.497,0.0,0.0
50,51000.0,0.498,0.497,0.0,0.0
51,52000.0,0.498,0.497,0.0,0.0
52,53000.0,0.498,0.497,0.0,0.0
53,54000.0,0.498,0.497,0.0,0.0
54,55000.0,0.498,0.497,0.0,0.0
55,56000.0,0.498,0.497,0.0,0.0
56,57000.0,0.498,0.497,0.0,0.0
57,58000.0,0.498,0.497,0.0,0.0
58,59000.0,0.498,0.497,0.0,0.0
59,60000.0,0.498,0.497,0.0,0.0
60,61000.0,0.498,0.497,0.0,0.0
61,62000.0,0.498,0.497,0.0,0.0
62,63000.0,0.498,0.497,0.0,0.0
63,64000.0,0.498,0.497,0.0,0.0
64,65000.0,0.498,0.497,0.0,0.0
